payment_id,deterministic_exception,ai_prediction,ai_confidence,confidence_percent,confidence_band,second_prediction,second_confidence,ai_agrees_with_engine,disagreement_reason,review_category,review_priority,controller_decision,automated,human_review_required,actual_exception,deterministic_correct,ai_correct,settlement_exists,bank_transaction_exists,bank_transaction_count,bank_amount_difference,date_difference,date_within_tolerance,utr_present,utr_match_evidence,matching_utr_count,duplicate_evidence,fee_difference,tax_difference,net_difference
PAY0081,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0082,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0083,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0084,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0085,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0086,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0087,MISSING_SETTLEMENT,MISSING_SETTLEMENT,0.8297,82.97,MEDIUM,NO_EXCEPTION,0.1697,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,HIGH,REVIEW RECOMMENDED,0,0,MISSING_SETTLEMENT,1,1,0,0,0,0.0,0,1,0,0,0,0,30.0,5.4,1464.6
PAY0088,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0089,DATE_MISMATCH,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,0,AI_FAILED_TO_DETECT_EXCEPTION,AI_FALSE_NEGATIVE_RISK,HIGH,MANDATORY REVIEW,0,1,DATE_MISMATCH,1,0,1,1,1,0.0,16,0,1,1,1,0,0.0,0.0,0.0
PAY0090,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0091,UTR_MISMATCH,UTR_MISMATCH,0.9607,96.07,HIGH,NO_EXCEPTION,0.0388,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,MEDIUM,AUTO-CLASSIFIED EXCEPTION,1,0,UTR_MISMATCH,1,1,1,0,0,0.0,0,1,1,0,0,0,0.0,0.0,0.0
PAY0092,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0093,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0094,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0095,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0096,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0097,NO_EXCEPTION,NO_EXCEPTION,0.9973,99.73,HIGH,BANK_AMOUNT_MISMATCH,0.0026,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0098,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0099,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0100,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0101,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0102,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0103,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0104,BANK_AMOUNT_MISMATCH,FEE_MISMATCH,0.9982,99.82,HIGH,NO_EXCEPTION,0.0018,0,AI_EXCEPTION_TYPE_DISAGREEMENT,EXCEPTION_CLASS_DISAGREEMENT,HIGH,MANDATORY REVIEW,0,1,BANK_AMOUNT_MISMATCH,1,0,1,1,1,400.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0105,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0106,FEE_MISMATCH,FEE_MISMATCH,0.9999,99.99,HIGH,NO_EXCEPTION,0.0001,1,AI_AGREES_WITH_ENGINE,CONFIRMED_EXCEPTION,MEDIUM,AUTO-CLASSIFIED EXCEPTION,1,0,FEE_MISMATCH,1,1,1,1,1,300.0,0,1,1,1,1,0,300.0,0.0,300.0
PAY0107,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0108,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0109,NO_EXCEPTION,NO_EXCEPTION,0.9989,99.89,HIGH,BANK_AMOUNT_MISMATCH,0.0011,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0110,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0111,BANK_AMOUNT_MISMATCH,FEE_MISMATCH,0.9984,99.84,HIGH,NO_EXCEPTION,0.0016,0,AI_EXCEPTION_TYPE_DISAGREEMENT,EXCEPTION_CLASS_DISAGREEMENT,HIGH,MANDATORY REVIEW,0,1,BANK_AMOUNT_MISMATCH,1,0,1,1,1,400.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0112,BANK_AMOUNT_MISMATCH,FEE_MISMATCH,0.9996,99.96,HIGH,NO_EXCEPTION,0.0004,0,AI_EXCEPTION_TYPE_DISAGREEMENT,EXCEPTION_CLASS_DISAGREEMENT,HIGH,MANDATORY REVIEW,0,1,BANK_AMOUNT_MISMATCH,1,0,1,1,1,400.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0113,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0114,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0115,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0116,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0117,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0118,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0119,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0120,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0121,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0122,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0123,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0124,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0125,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0126,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0127,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0128,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0129,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0130,DATE_MISMATCH,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,0,AI_FAILED_TO_DETECT_EXCEPTION,AI_FALSE_NEGATIVE_RISK,HIGH,MANDATORY REVIEW,0,1,DATE_MISMATCH,1,0,1,1,1,0.0,14,0,1,1,1,0,0.0,0.0,0.0
PAY0131,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0132,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0133,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0134,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0135,DATE_MISMATCH,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,0,AI_FAILED_TO_DETECT_EXCEPTION,AI_FALSE_NEGATIVE_RISK,HIGH,MANDATORY REVIEW,0,1,DATE_MISMATCH,1,0,1,1,1,0.0,14,0,1,1,1,0,0.0,0.0,0.0
PAY0136,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0137,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0138,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0139,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0140,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0141,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0142,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0143,NO_EXCEPTION,NO_EXCEPTION,0.994,99.4,HIGH,BANK_AMOUNT_MISMATCH,0.0059,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0144,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0145,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0146,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0147,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0148,NO_EXCEPTION,NO_EXCEPTION,0.9999,99.99,HIGH,BANK_AMOUNT_MISMATCH,0.0001,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0149,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0150,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0151,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0152,NO_EXCEPTION,NO_EXCEPTION,0.9995,99.95,HIGH,BANK_AMOUNT_MISMATCH,0.0005,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0153,NO_EXCEPTION,NO_EXCEPTION,0.9976,99.76,HIGH,BANK_AMOUNT_MISMATCH,0.0024,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0154,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0155,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0156,NO_EXCEPTION,NO_EXCEPTION,0.9994,99.94,HIGH,BANK_AMOUNT_MISMATCH,0.0006,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0157,NO_EXCEPTION,NO_EXCEPTION,0.9975,99.75,HIGH,BANK_AMOUNT_MISMATCH,0.0025,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0158,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0159,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0160,NO_EXCEPTION,NO_EXCEPTION,0.9984,99.84,HIGH,BANK_AMOUNT_MISMATCH,0.0015,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
PAY0161,NO_EXCEPTION,NO_EXCEPTION,0.9997,99.97,HIGH,BANK_AMOUNT_MISMATCH,0.0003,1,AI_AGREES_WITH_ENGINE,NORMAL_RECONCILIATION,LOW,AUTO-CLEARED,1,0,NO_EXCEPTION,1,1,1,1,1,0.0,0,1,1,1,1,0,0.0,0.0,0.0
